# x,y,z
-3602.018,5300.942,-2259.859
-3650.365,5290.740,-2205.350
-3698.265,5279.938,-2150.560
-3745.713,5268.538,-2095.497
-3792.705,5256.540,-2040.169
-3839.235,5243.945,-1984.580
-3885.298,5230.754,-1928.740
-3930.890,5216.968,-1872.655
-3976.005,5202.588,-1816.331
-4020.638,5187.615,-1759.777
-4064.785,5172.050,-1702.999
-4108.440,5155.895,-1646.004
-4151.600,5139.150,-1588.800
-4194.260,5121.817,-1531.395
-4236.414,5103.898,-1473.794
-4278.059,5085.394,-1416.006
-4319.190,5066.306,-1358.037
-4359.803,5046.636,-1299.896
-4399.893,5026.387,-1241.590
-4439.455,5005.559,-1183.127
-4478.487,4984.156,-1124.513
-4516.983,4962.178,-1065.756
-4554.940,4939.627,-1006.864
-4592.354,4916.506,-947.844
-4629.220,4892.818,-888.704
-4665.535,4868.563,-829.451
-4701.295,4843.744,-770.093
-4736.497,4818.364,-710.638
-4771.136,4792.425,-651.092
-4805.209,4765.929,-591.463
-4838.713,4738.879,-531.759
-4871.644,4711.278,-471.988
-4903.999,4683.128,-412.156
-4935.774,4654.431,-352.273
-4966.967,4625.191,-292.344
-4997.573,4595.410,-232.378
-5027.591,4565.091,-172.383
-5057.016,4534.238,-112.365
-5085.847,4502.853,-52.334
-5114.080,4470.939,7.705
-5141.711,4438.499,67.743
-5168.739,4405.537,127.772
-5195.161,4372.055,187.785
-5220.974,4338.058,247.774
-5246.176,4303.548,307.732
-5270.764,4268.529,367.651
-5294.735,4233.005,427.524
-5318.088,4196.979,487.342
-5340.819,4160.454,547.098
-5362.928,4123.435,606.785
-5384.411,4085.925,666.394
-5405.267,4047.929,725.918
-5425.494,4009.449,785.350
-5445.089,3970.491,844.682
-5464.052,3931.058,903.906
-5482.380,3891.154,963.015
-5500.071,3850.783,1022.002
-5517.125,3809.950,1080.858
-5533.539,3768.658,1139.576
-5549.312,3726.912,1198.150
-5564.443,3684.717,1256.570
-5578.931,3642.076,1314.831
-5592.774,3598.994,1372.924
-5605.971,3555.476,1430.843
-5618.521,3511.526,1488.579
-5630.423,3467.148,1546.126
-5641.676,3422.348,1603.477
-5652.279,3377.130,1660.623
-5662.232,3331.499,1717.558
-5671.534,3285.459,1774.274
-5680.185,3239.015,1830.765
-5688.182,3192.173,1887.023
-5695.528,3144.937,1943.040
-5702.219,3097.313,1998.810
-5708.258,3049.305,2054.326
-5713.642,3000.918,2109.580
-5718.373,2952.158,2164.566
-5722.449,2903.030,2219.277
-5725.871,2853.538,2273.704
-5728.640,2803.689,2327.843
-5730.754,2753.489,2381.685
-5732.215,2702.941,2435.223
-5733.022,2652.052,2488.451
-5733.177,2600.828,2541.362
-5732.678,2549.274,2593.949
-5731.528,2497.396,2646.206
-5729.727,2445.198,2698.125
-5727.275,2392.688,2749.700
-5724.173,2339.870,2800.925
-5720.421,2286.751,2851.793
-5716.022,2233.335,2902.298
-5710.975,2179.630,2952.432
-5705.281,2125.640,3002.190
-5698.943,2071.372,3051.566
-5691.960,2016.831,3100.553
-5684.335,1962.024,3149.145
-5676.069,1906.957,3197.335
-5667.162,1851.635,3245.118
-5657.616,1796.064,3292.488
-5647.434,1740.251,3339.438
-5636.616,1684.202,3385.962
-5625.165,1627.922,3432.055
-5613.081,1571.419,3477.710
-5600.367,1514.698,3522.923
-5587.025,1457.766,3567.686
-5573.056,1400.629,3611.995
-5558.464,1343.293,3655.843
-5543.248,1285.765,3699.225
-5527.413,1228.050,3742.136
-5510.960,1170.156,3784.569
-5493.891,1112.088,3826.520
-5476.209,1053.854,3867.984
-5457.916,995.460,3908.954
-5439.015,936.913,3949.425
-5419.509,878.218,3989.393
-5399.400,819.384,4028.852
-5378.691,760.416,4067.797
-5357.385,701.321,4106.223
-5335.484,642.106,4144.126
-5312.993,582.777,4181.500
-5289.913,523.341,4218.340
-5266.247,463.805,4254.642
-5242.000,404.175,4290.401
-5217.173,344.459,4325.613
-5191.771,284.662,4360.274
-5165.796,224.792,4394.378
-5139.252,164.855,4427.921
-5112.143,104.859,4460.899
-5084.471,44.809,4493.309
-5056.241,-15.287,4525.145
-5027.456,-75.423,4556.404
-4998.119,-135.591,4587.081
-4968.235,-195.785,4617.174
-4937.807,-255.999,4646.677
-4906.840,-316.224,4675.588
-4875.336,-376.456,4703.902
-4843.300,-436.685,4731.615
-4810.737,-496.906,4758.725
-4777.649,-557.112,4785.228
-4744.042,-617.296,4811.120
-4709.919,-677.450,4836.398
-4675.285,-737.569,4861.059
-4640.143,-797.645,4885.099
-4604.499,-857.671,4908.516
-4568.357,-917.641,4931.306
-4531.722,-977.546,4953.467
-4494.597,-1037.381,4974.996
-4456.988,-1097.139,4995.889
-4418.900,-1156.812,5016.145
-4380.336,-1216.393,5035.760
-4341.303,-1275.876,5054.733
-4301.804,-1335.254,5073.060
-4261.845,-1394.520,5090.739
-4221.430,-1453.666,5107.769
-4180.564,-1512.687,5124.146
-4139.253,-1571.575,5139.869
-4097.501,-1630.323,5154.936
-4055.314,-1688.926,5169.345
-4012.696,-1747.375,5183.094
-3969.653,-1805.664,5196.181
-3926.190,-1863.786,5208.605
-3882.312,-1921.735,5220.364
-3838.024,-1979.504,5231.456
-3793.332,-2037.086,5241.880
-3748.242,-2094.474,5251.635
-3702.758,-2151.662,5260.719
-3656.886,-2208.643,5269.131
-3610.631,-2265.410,5276.871
-3564.000,-2321.956,5283.937
-3516.998,-2378.276,5290.327
-3469.630,-2434.361,5296.043
-3421.902,-2490.207,5301.082
-3373.819,-2545.805,5305.443
-3325.387,-2601.151,5309.127
-3276.612,-2656.236,5312.133
-3227.501,-2711.055,5314.460
-3178.058,-2765.600,5316.108
-3128.290,-2819.866,5317.077
-3078.203,-2873.846,5317.367
-3027.803,-2927.533,5316.978
-2977.096,-2980.921,5315.910
-2926.088,-3034.003,5314.163
-2874.785,-3086.774,5311.737
-2823.192,-3139.227,5308.632
-2771.318,-3191.355,5304.850
-2719.166,-3243.153,5300.390
-2666.744,-3294.615,5295.253
-2614.057,-3345.733,5289.439
-2561.112,-3396.503,5282.950
-2507.915,-3446.917,5275.786
-2454.473,-3496.971,5267.949
-2400.790,-3546.657,5259.438
-2346.874,-3595.970,5250.256
-2292.732,-3644.905,5240.403
-2238.368,-3693.455,5229.880
-2183.790,-3741.614,5218.690
-2129.004,-3789.377,5206.833
-2074.016,-3836.738,5194.310
-2018.833,-3883.690,5181.124
-1963.461,-3930.229,5167.276
-1907.906,-3976.349,5152.768
-1852.175,-4022.045,5137.602
-1796.274,-4067.309,5121.779
-1740.211,-4112.138,5105.302
-1683.990,-4156.525,5088.173
-1627.620,-4200.466,5070.393
-1571.106,-4243.954,5051.966
-1514.454,-4286.984,5032.892
-1457.672,-4329.552,5013.176
-1400.766,-4371.652,4992.819
-1343.742,-4413.278,4971.824
-1286.607,-4454.426,4950.193
-1229.368,-4495.090,4927.931
-1172.031,-4535.265,4905.038
-1114.604,-4574.947,4881.519
-1057.092,-4614.130,4857.377
-999.503,-4652.810,4832.614
-941.843,-4690.982,4807.234
-884.118,-4728.640,4781.239
-826.336,-4765.781,4754.634
-768.502,-4802.399,4727.422
-710.623,-4838.491,4699.606
-652.707,-4874.051,4671.190
-594.758,-4909.075,4642.177
-536.785,-4943.559,4612.571
-478.794,-4977.498,4582.376
-420.790,-5010.888,4551.595
-362.781,-5043.725,4520.233
-304.774,-5076.005,4488.294
-246.774,-5107.724,4455.781
-188.788,-5138.877,4422.699
-130.823,-5169.461,4389.053
-72.886,-5199.472,4354.845
-14.982,-5228.905,4320.081
42.881,-5257.758,4284.765
100.697,-5286.025,4248.902
158.461,-5313.705,4212.496
216.164,-5340.792,4175.551
273.801,-5367.284,4138.073
331.365,-5393.177,4100.067
388.849,-5418.468,4061.537
446.249,-5443.153,4022.487
503.556,-5467.229,3982.924
560.765,-5490.693,3942.851
617.869,-5513.541,3902.275
674.861,-5535.771,3861.201
731.736,-5557.380,3819.633
788.486,-5578.364,3777.578
845.106,-5598.722,3735.040
901.589,-5618.449,3692.025
957.929,-5637.544,3648.539
1014.120,-5656.003,3604.587
1070.155,-5673.825,3560.175
1126.029,-5691.007,3515.309
1181.734,-5707.546,3469.993
1237.266,-5723.440,3424.235
1292.618,-5738.686,3378.039
1347.783,-5753.284,3331.412
1402.756,-5767.229,3284.360
1457.531,-5780.522,3236.888
1512.102,-5793.158,3189.003
1566.463,-5805.137,3140.711
1620.607,-5816.457,3092.017
1674.530,-5827.117,3042.929
1728.224,-5837.113,2993.452
1781.686,-5846.445,2943.593
1834.907,-5855.111,2893.358
1887.883,-5863.110,2842.754
1940.608,-5870.441,2791.787
1993.077,-5877.102,2740.463
2045.282,-5883.091,2688.789
2097.220,-5888.408,2636.771
2148.884,-5893.052,2584.417
2200.269,-5897.021,2531.732
2251.369,-5900.315,2478.723
2302.179,-5902.933,2425.399
2352.692,-5904.875,2371.764
2402.904,-5906.138,2317.827
2452.809,-5906.724,2263.594
2502.402,-5906.632,2209.073
2551.677,-5905.860,2154.269
2600.630,-5904.410,2099.191
2649.254,-5902.280,2043.846
2697.544,-5899.470,1988.239
2745.497,-5895.980,1932.379
2793.106,-5891.811,1876.273
2840.366,-5886.962,1819.927
2887.273,-5881.433,1763.350
2933.821,-5875.226,1706.547
2980.006,-5868.339,1649.527
3025.823,-5860.773,1592.297
3071.266,-5852.529,1534.863
3116.332,-5843.607,1477.234
3161.016,-5834.008,1419.416
3205.312,-5823.732,1361.417
3249.216,-5812.781,1303.244
3292.725,-5801.154,1244.905
3335.832,-5788.854,1186.407
3378.534,-5775.881,1127.757
3420.827,-5762.235,1068.964
3462.705,-5747.919,1010.034
3504.165,-5732.933,950.975
3545.202,-5717.279,891.794
3585.812,-5700.958,832.500
3625.991,-5683.972,773.100
3665.734,-5666.322,713.600
3705.038,-5648.009,654.010
3743.899,-5629.035,594.335
3782.313,-5609.403,534.585
3820.275,-5589.114,474.767
3857.782,-5568.170,414.888
3894.830,-5546.573,354.957
3931.415,-5524.325,294.980
3967.533,-5501.429,234.966
4003.182,-5477.887,174.922
4038.357,-5453.700,114.855
4073.055,-5428.873,54.775
4107.272,-5403.406,-5.313
4141.005,-5377.302,-65.399
4174.250,-5350.565,-125.478
4207.006,-5323.197,-185.540
4239.267,-5295.200,-245.578
4271.031,-5266.577,-305.585
4302.296,-5237.332,-365.553
4333.057,-5207.468,-425.475
4363.312,-5176.986,-485.342
4393.058,-5145.892,-545.148
4422.293,-5114.187,-604.884
4451.012,-5081.875,-664.543
4479.215,-5048.960,-724.117
4506.897,-5015.444,-783.599
4534.057,-4981.332,-842.982
4560.691,-4946.627,-902.257
4586.798,-4911.332,-961.417
4612.374,-4875.452,-1020.455
4637.418,-4838.990,-1079.363
4661.927,-4801.950,-1138.134
4685.899,-4764.335,-1196.760
4709.331,-4726.151,-1255.233
4732.222,-4687.401,-1313.547
4754.570,-4648.089,-1371.693
4776.372,-4608.219,-1429.664
4797.626,-4567.796,-1487.453
4818.331,-4526.825,-1545.053
4838.485,-4485.309,-1602.456
4858.085,-4443.254,-1659.654
4877.131,-4400.663,-1716.641
4895.621,-4357.542,-1773.409
4913.554,-4313.894,-1829.951
4930.927,-4269.725,-1886.261
4947.739,-4225.040,-1942.330
4963.989,-4179.843,-1998.151
4979.676,-4134.139,-2053.718
4994.799,-4087.934,-2109.024
5009.355,-4041.232,-2164.061
5023.345,-3994.038,-2218.823
5036.767,-3946.357,-2273.302
5049.621,-3898.196,-2327.492
5061.904,-3849.559,-2381.386
5073.618,-3800.450,-2434.977
5084.759,-3750.877,-2488.257
5095.329,-3700.844,-2541.222
5105.326,-3650.357,-2593.862
5114.750,-3599.421,-2646.173
5123.599,-3548.042,-2698.147
5131.874,-3496.225,-2749.779
5139.575,-3443.977,-2801.060
5146.700,-3391.302,-2851.985
5153.251,-3338.208,-2902.546
5159.225,-3284.700,-2952.739
5164.624,-3230.784,-3002.556
5169.447,-3176.466,-3051.990
5173.695,-3121.753,-3101.036
5177.367,-3066.650,-3149.687
5180.463,-3011.164,-3197.938
5182.984,-2955.300,-3245.781
5184.930,-2899.066,-3293.212
5186.301,-2842.467,-3340.223
5187.098,-2785.510,-3386.809
5187.321,-2728.200,-3432.965
5186.970,-2670.546,-3478.684
5186.047,-2612.552,-3523.960
5184.551,-2554.226,-3568.788
5182.484,-2495.573,-3613.162
5179.846,-2436.601,-3657.076
5176.638,-2377.317,-3700.526
5172.861,-2317.726,-3743.505
5168.516,-2257.835,-3786.008
5163.604,-2197.652,-3828.029
5158.125,-2137.183,-3869.564
5152.082,-2076.435,-3910.608
5145.475,-2015.415,-3951.153
5138.305,-1954.129,-3991.197
5130.574,-1892.585,-4030.733
5122.283,-1830.789,-4069.757
5113.434,-1768.750,-4108.264
5104.027,-1706.472,-4146.248
5094.065,-1643.964,-4183.705
5083.549,-1581.233,-4220.631
5072.481,-1518.286,-4257.020
5060.863,-1455.130,-4292.868
5048.695,-1391.773,-4328.170
5035.981,-1328.221,-4362.922
5022.723,-1264.483,-4397.120
5008.921,-1200.565,-4430.758
4994.579,-1136.475,-4463.834
4979.698,-1072.220,-4496.342
4964.280,-1007.807,-4528.278
4948.328,-943.244,-4559.639
4931.844,-878.539,-4590.421
4914.830,-813.698,-4620.619
4897.288,-748.729,-4650.230
4879.222,-683.640,-4679.250
4860.633,-618.438,-4707.676
4841.524,-553.130,-4735.503
4821.898,-487.724,-4762.729
4801.756,-422.228,-4789.349
4781.103,-356.648,-4815.362
4759.940,-290.993,-4840.762
4738.270,-225.270,-4865.548
4716.097,-159.486,-4889.715
4693.423,-93.649,-4913.262
4670.251,-27.768,-4936.184
4646.584,38.152,-4958.479
4622.425,104.102,-4980.145
4597.777,170.074,-5001.178
4572.643,236.061,-5021.576
4547.027,302.055,-5041.336
4520.932,368.049,-5060.456
4494.361,434.035,-5078.933
4467.317,500.005,-5096.765
4439.803,565.952,-5113.949
4411.824,631.868,-5130.484
4383.383,697.744,-5146.368
4354.484,763.575,-5161.598
4325.129,829.350,-5176.172
4295.323,895.064,-5190.089
4265.070,960.708,-5203.347
4234.373,1026.275,-5215.944
4203.236,1091.757,-5227.879
4171.662,1157.146,-5239.150
4139.657,1222.434,-5249.756
4107.223,1287.615,-5259.695
4074.364,1352.680,-5268.966
4041.085,1417.622,-5277.569
4007.390,1482.434,-5285.501
3973.282,1547.107,-5292.763
3938.766,1611.635,-5299.352
3903.845,1676.009,-5305.269
3868.525,1740.222,-5310.512
3832.809,1804.267,-5315.081
3796.701,1868.137,-5318.975
3760.206,1931.823,-5322.194
3723.328,1995.318,-5324.738
3686.072,2058.615,-5326.605
3648.441,2121.707,-5327.797
3610.441,2184.585,-5328.312
3572.075,2247.243,-5328.150
3533.349,2309.673,-5327.313
3494.267,2371.868,-5325.799
3454.833,2433.820,-5323.609
3415.052,2495.522,-5320.743
3374.929,2556.968,-5317.201
3334.468,2618.149,-5312.985
3293.673,2679.058,-5308.093
3252.551,2739.688,-5302.528
3211.106,2800.032,-5296.290
3169.342,2860.083,-5289.380
3127.265,2919.832,-5281.798
3084.880,2979.274,-5273.546
3042.191,3038.402,-5264.624
2999.203,3097.207,-5255.035
2955.922,3155.683,-5244.778
2912.352,3213.823,-5233.856
2868.499,3271.620,-5222.270
2824.367,3329.068,-5210.021
2779.962,3386.159,-5197.110
2735.288,3442.887,-5183.541
2690.351,3499.244,-5169.313
2645.156,3555.225,-5154.430
2599.708,3610.822,-5138.892
2554.012,3666.029,-5122.703
2508.073,3720.839,-5105.863
2461.897,3775.247,-5088.375
2415.488,3829.244,-5070.242
2368.852,3882.825,-5051.465
2321.995,3935.983,-5032.046
2274.920,3988.713,-5011.990
2227.635,4041.007,-4991.297
2180.144,4092.859,-4969.971
2132.452,4144.264,-4948.013
2084.565,4195.214,-4925.428
2036.488,4245.704,-4902.218
1988.227,4295.728,-4878.385
1939.787,4345.279,-4853.934
1891.173,4394.351,-4828.866
1842.391,4442.939,-4803.185
1793.446,4491.037,-4776.894
1744.344,4538.638,-4749.996
1695.090,4585.738,-4722.496
1645.690,4632.329,-4694.396
1596.149,4678.407,-4665.701
1546.473,4723.966,-4636.413
1496.668,4769.000,-4606.537
1446.739,4813.504,-4576.076
1396.691,4857.472,-4545.034
1346.531,4900.898,-4513.416
1296.263,4943.778,-4481.225
1245.894,4986.107,-4448.466
1195.429,5027.878,-4415.141
1144.873,5069.087,-4381.257
1094.232,5109.729,-4346.817
1043.511,5149.799,-4311.825
992.717,5189.291,-4276.286
941.854,5228.202,-4240.204
890.928,5266.525,-4203.584
839.945,5304.257,-4166.430
788.911,5341.393,-4128.748
737.830,5377.928,-4090.541
686.708,5413.858,-4051.816
635.552,5449.177,-4012.576
584.366,5483.882,-3972.826
533.156,5517.969,-3932.572
481.928,5551.433,-3891.819
430.686,5584.269,-3850.572
379.438,5616.474,-3808.836
328.188,5648.044,-3766.616
276.942,5678.974,-3723.918
225.705,5709.260,-3680.747
174.483,5738.899,-3637.108
123.281,5767.888,-3593.007
72.105,5796.221,-3548.450
20.961,5823.896,-3503.442
-30.147,5850.909,-3457.990
-81.211,5877.256,-3412.098
-132.228,5902.934,-3365.773
-183.191,5927.940,-3319.021
-234.094,5952.271,-3271.847
-284.933,5975.922,-3224.259
-335.702,5998.892,-3176.261
-386.395,6021.177,-3127.859
-437.007,6042.775,-3079.061
-487.533,6063.681,-3029.872
-537.967,6083.894,-2980.299
-588.304,6103.411,-2930.347
-638.539,6122.230,-2880.023
-688.666,6140.347,-2829.333
-738.680,6157.760,-2778.285
-788.576,6174.467,-2726.883
-838.348,6190.466,-2675.135
-887.991,6205.754,-2623.047
-937.500,6220.329,-2570.627
-986.871,6234.189,-2517.879
-1036.096,6247.333,-2464.812
-1085.173,6259.758,-2411.431
-1134.094,6271.462,-2357.745
-1182.856,6282.444,-2303.758
-1231.452,6292.702,-2249.479
-1279.879,6302.235,-2194.914
-1328.130,6311.040,-2140.070
-1376.202,6319.117,-2084.954
-1424.088,6326.465,-2029.572
-1471.784,6333.081,-1973.933
-1519.285,6338.965,-1918.042
-1566.585,6344.115,-1861.907
-1613.681,6348.531,-1805.536
-1660.567,6352.213,-1748.935
-1707.238,6355.158,-1692.112
-1753.688,6357.367,-1635.073
-1799.914,6358.838,-1577.828
-1845.911,6359.572,-1520.382
-1891.673,6359.568,-1462.742
-1937.196,6358.826,-1404.918
-1982.475,6357.344,-1346.915
-2027.506,6355.124,-1288.741
-2072.284,6352.165,-1230.403
-2116.804,6348.466,-1171.909
-2161.062,6344.029,-1113.267
-2205.054,6338.853,-1054.483
-2248.774,6332.938,-995.565
-2292.218,6326.286,-936.521
-2335.383,6318.895,-877.358
-2378.263,6310.767,-818.084
-2420.854,6301.902,-758.705
-2463.152,6292.301,-699.230
-2505.153,6281.964,-639.667
-2546.852,6270.893,-580.021
-2588.246,6259.089,-520.302
-2629.329,6246.552,-460.517
-2670.099,6233.283,-400.673
-2710.550,6219.284,-340.778
-2750.679,6204.556,-280.839
-2790.482,6189.101,-220.865
-2829.954,6172.919,-160.862
-2869.092,6156.012,-100.839
-2907.892,6138.382,-40.803
-2946.350,6120.031,19.239
-2984.462,6100.960,79.278
-3022.224,6081.170,139.308
-3059.633,6060.665,199.320
-3096.684,6039.447,259.307
-3133.375,6017.516,319.261
-3169.701,5994.877,379.174
-3205.658,5971.530,439.039
-3241.244,5947.479,498.847
-3276.455,5922.726,558.593
-3311.287,5897.273,618.266
-3345.736,5871.124,677.862
-3379.800,5844.280,737.370
-3413.476,5816.746,796.785
-3446.759,5788.523,856.098
-3479.646,5759.615,915.302
-3512.136,5730.024,974.389
-3544.223,5699.754,1033.352
-3575.906,5668.808,1092.183
-3607.181,5637.190,1150.876
-3638.045,5604.902,1209.422
-3668.495,5571.948,1267.814
-3698.529,5538.332,1326.044
-3728.144,5504.058,1384.106
-3757.336,5469.128,1441.992
-3786.103,5433.547,1499.694
-3814.442,5397.318,1557.205
-3842.351,5360.446,1614.518
-3869.827,5322.935,1671.626
-3896.868,5284.788,1728.521
-3923.470,5246.010,1785.196
-3949.631,5206.605,1841.644
-3975.349,5166.577,1897.857
-4000.622,5125.931,1953.829
-4025.447,5084.671,2009.552
-4049.822,5042.801,2065.019
-4073.745,5000.326,2120.224
-4097.213,4957.252,2175.158
-4120.225,4913.583,2229.816
-4142.777,4869.323,2284.189
-4164.869,4824.479,2338.271
-4186.498,4779.054,2392.055
-4207.663,4733.054,2445.535
-4228.360,4686.484,2498.702
-4248.590,4639.350,2551.551
-4268.349,4591.656,2604.075
-4287.636,4543.408,2656.267
-4306.450,4494.612,2708.120
-4324.789,4445.272,2759.628
-4342.651,4395.395,2810.784
-4360.034,4344.986,2861.582
-4376.939,4294.050,2912.015
-4393.362,4242.594,2962.077
-4409.302,4190.623,3011.762
-4424.759,4138.143,3061.062
-4439.732,4085.159,3109.973
-4454.218,4031.679,3158.487
-4468.216,3977.707,3206.599
-4481.727,3923.250,3254.302
-4494.748,3868.315,3301.590
-4507.279,3812.906,3348.458
-4519.318,3757.032,3394.899
-4530.866,3700.697,3440.906
-4541.920,3643.909,3486.476
-4552.481,3586.674,3531.601
-4562.547,3528.999,3576.275
-4572.117,3470.889,3620.494
-4581.192,3412.351,3664.251
-4589.771,3353.392,3707.541
-4597.853,3294.020,3750.358
-4605.437,3234.240,3792.697
-4612.523,3174.061,3834.552
-4619.112,3113.488,3875.918
-4625.202,3052.530,3916.790
-4630.794,2991.192,3957.161
-4635.887,2929.483,3997.028
-4640.481,2867.408,4036.385
-4644.576,2804.976,4075.227
-4648.172,2742.193,4113.549
-4651.269,2679.068,4151.346
-4653.867,2615.606,4188.614
-4655.967,2551.815,4225.346
-4657.568,2487.703,4261.540
-4658.671,2423.277,4297.190
-4659.275,2358.545,4332.292
-4659.383,2293.513,4366.841
-4658.993,2228.190,4400.833
-4658.106,2162.583,4434.263
-4656.723,2096.699,4467.128
-4654.844,2030.547,4499.422
-4652.470,1964.133,4531.143
-4649.601,1897.465,4562.285
-4646.239,1830.552,4592.845
-4642.384,1763.401,4622.819
-4638.036,1696.019,4652.203
-4633.197,1628.415,4680.993
-4627.868,1560.597,4709.186
-4622.049,1492.572,4736.778
-4615.741,1424.348,4763.765
-4608.946,1355.933,4790.144
-4601.665,1287.336,4815.911
-4593.899,1218.563,4841.064
-4585.648,1149.624,4865.599
-4576.915,1080.527,4889.512
-4567.701,1011.279,4912.801
-4558.006,941.889,4935.463
-4547.834,872.365,4957.495
-4537.184,802.715,4978.894
-4526.059,732.947,4999.657
-4514.459,663.070,5019.782
-4502.388,593.091,5039.265
-4489.846,523.020,5058.106
-4476.835,452.863,5076.300
-4463.357,382.630,5093.846
-4449.413,312.328,5110.741
-4435.006,241.966,5126.984
-4420.138,171.552,5142.573
-4404.809,101.094,5157.504
-4389.023,30.601,5171.777
-4372.782,-39.920,5185.389
-4356.086,-110.459,5198.339
-4338.940,-181.009,5210.626
-4321.344,-251.562,5222.246
-4303.301,-322.108,5233.200
-4284.813,-392.640,5243.486
-4265.883,-463.150,5253.101
-4246.512,-533.629,5262.046
-4226.704,-604.068,5270.319
-4206.460,-674.460,5277.918
-4185.784,-744.796,5284.843
-4164.677,-815.068,5291.093
-4143.142,-885.268,5296.666
-4121.181,-955.387,5301.563
-4098.799,-1025.417,5305.783
-4075.996,-1095.350,5309.324
-4052.777,-1165.176,5312.188
-4029.144,-1234.888,5314.372
-4005.099,-1304.477,5315.878
-3980.646,-1373.935,5316.705
-3955.787,-1443.254,5316.852
-3930.527,-1512.425,5316.320
-3904.866,-1581.441,5315.109
-3878.809,-1650.293,5313.219
-3852.359,-1718.973,5310.650
-3825.519,-1787.472,5307.402
-3798.291,-1855.784,5303.477
-3770.680,-1923.899,5298.874
-3742.687,-1991.809,5293.594
-3714.317,-2059.507,5287.637
-3685.573,-2126.984,5281.005
-3656.458,-2194.232,5273.698
-3626.975,-2261.244,5265.718
-3597.128,-2328.012,5257.064
-3566.920,-2394.527,5247.739
-3536.355,-2460.781,5237.743
-3505.436,-2526.768,5227.078
-3474.167,-2592.478,5215.746
-3442.550,-2657.904,5203.746
-3410.591,-2723.038,5191.082
-3378.292,-2787.873,5177.754
-3345.656,-2852.400,5163.764
-3312.689,-2916.612,5149.115
-3279.393,-2980.501,5133.807
-3245.773,-3044.060,5117.843
-3211.831,-3107.280,5101.226
-3177.572,-3170.155,5083.956
-3143.000,-3232.676,5066.036
-3108.118,-3294.837,5047.469
-3072.931,-3356.629,5028.256
-3037.443,-3418.046,5008.402
-3001.657,-3479.079,4987.907
-2965.578,-3539.722,4966.775
-2929.209,-3599.966,4945.008
-2892.555,-3659.806,4922.609
-2855.620,-3719.233,4899.582
